Age,Sex,Job,Housing,Saving_accounts,Checking_account,Credit_amount,Duration,Purpose,Risk
18,male,0,rent,moderate,moderate,4049,6,education,0
47,male,2,rent,moderate,little,19193,27,education,0
66,female,0,rent,little,little,32422,19,business,0
20,female,1,own,little,little,12665,50,car,0
62,male,0,free,moderate,rich,24064,11,car,0
31,female,3,rent,little,little,25801,70,education,0
47,female,2,own,rich,rich,21265,26,business,1
67,female,0,rent,little,little,7925,9,education,1
21,female,3,rent,moderate,rich,13357,8,radio/TV,0
35,female,2,free,moderate,little,27963,35,radio/TV,0
54,female,3,rent,little,little,22944,36,business,0
42,female,2,rent,moderate,moderate,14705,39,education,0
65,male,0,own,rich,moderate,1204,25,business,1
18,male,3,own,rich,little,5952,59,education,0
63,female,1,free,moderate,little,4181,30,education,1
32,male,3,own,rich,little,21022,20,radio/TV,1
26,male,2,own,rich,little,18800,43,furniture,0
32,female,0,free,little,moderate,10066,28,car,1
66,male,2,rent,rich,rich,8001,57,car,1
41,female,3,free,little,little,2345,71,business,0
21,female,3,own,moderate,moderate,13730,62,car,0
29,female,1,free,little,little,18254,62,radio/TV,0
54,male,0,rent,moderate,little,34904,57,furniture,0
54,male,0,free,moderate,rich,23064,40,education,0
60,male,3,own,moderate,little,32862,19,education,0
23,male,0,own,moderate,little,18727,19,radio/TV,0
56,female,1,free,moderate,rich,25260,38,car,0
63,female,2,rent,little,rich,30223,57,education,0
41,male,0,free,moderate,rich,17715,6,car,0
28,female,3,rent,rich,rich,6038,39,radio/TV,1
30,female,2,rent,rich,moderate,22199,24,education,1
51,male,2,free,moderate,moderate,12954,29,business,1
42,female,1,rent,rich,moderate,22211,9,furniture,1
24,male,3,own,little,little,15559,41,car,0
69,female,0,free,little,rich,1786,63,car,0
21,male,3,rent,moderate,rich,34797,37,car,0
25,female,2,own,moderate,moderate,26985,14,car,0
37,female,3,free,moderate,little,32767,25,radio/TV,0
46,male,0,own,rich,little,27586,67,radio/TV,0
68,male,0,own,rich,little,16984,63,radio/TV,0
62,male,1,own,little,moderate,3587,27,radio/TV,1
63,male,0,rent,rich,little,19175,53,education,0
27,female,0,free,little,little,25180,13,radio/TV,0
60,female,3,free,rich,little,17577,20,education,1
51,male,3,rent,little,rich,11932,37,business,0
43,female,2,free,moderate,moderate,3991,58,radio/TV,0
58,male,1,own,rich,rich,3892,9,business,1
66,male,3,free,little,rich,2768,35,radio/TV,1
20,female,0,rent,rich,moderate,28588,18,business,0
23,female,2,own,moderate,rich,14979,26,furniture,0
22,male,3,rent,little,little,25965,46,business,0
22,male,1,own,rich,little,22857,24,education,0
64,male,1,own,rich,little,6469,53,car,1
40,female,2,free,moderate,little,9481,68,business,0
66,female,2,own,moderate,moderate,21532,25,car,0
26,female,2,rent,little,rich,24908,69,furniture,0
52,female,2,free,rich,rich,24741,42,furniture,0
37,male,2,rent,rich,little,17902,36,education,0
66,male,0,own,moderate,little,26266,23,education,0
59,male,0,rent,moderate,rich,4157,25,business,1
52,male,3,rent,little,moderate,21730,16,radio/TV,0
67,male,1,own,rich,rich,19180,49,furniture,0
35,male,0,free,rich,little,17658,69,car,0
34,female,0,rent,little,little,19695,39,radio/TV,0
41,female,0,own,little,moderate,13479,70,furniture,0
20,male,3,free,moderate,rich,8367,60,business,0
49,male,2,free,moderate,moderate,15655,6,furniture,0
52,female,3,free,little,moderate,13506,43,education,0
55,female,1,rent,little,little,4829,14,car,1
30,female,1,rent,rich,rich,23051,22,car,1
64,female,1,rent,little,little,1904,57,education,0
42,male,1,free,little,rich,1869,23,radio/TV,1
26,male,0,rent,rich,little,18948,68,education,0
21,male,0,own,little,little,24675,38,car,0
31,male,3,rent,moderate,rich,1216,9,business,1
54,male,2,rent,moderate,rich,14350,57,radio/TV,0
51,female,1,free,rich,little,2211,14,furniture,1
28,male,3,rent,little,rich,26301,69,business,0
58,female,0,own,moderate,little,22251,35,radio/TV,0
20,male,0,free,moderate,rich,25673,13,car,0
45,male,2,own,moderate,little,6586,10,car,1
46,male,2,free,moderate,little,11723,68,business,0
26,male,2,free,little,little,16720,6,radio/TV,0
20,male,3,rent,little,moderate,13892,20,furniture,0
42,female,0,own,little,rich,20551,43,furniture,0
51,female,0,free,little,little,2746,47,education,0
29,female,2,rent,moderate,moderate,20510,51,business,0
59,male,1,free,rich,little,3322,58,radio/TV,1
26,male,2,free,rich,moderate,25167,31,business,1
32,female,3,free,moderate,little,17734,66,furniture,0
57,male,2,free,moderate,little,31154,59,radio/TV,0
42,male,2,free,rich,moderate,10169,27,car,1
22,female,3,free,rich,moderate,22284,31,car,0
28,male,2,rent,moderate,rich,30172,65,radio/TV,0
51,female,0,free,moderate,rich,1582,44,business,0
41,male,1,own,little,moderate,11648,41,business,0
32,female,2,rent,little,rich,27994,26,car,0
55,male,3,own,rich,moderate,10057,46,car,1
25,male,1,free,moderate,rich,14539,53,furniture,0
22,female,3,own,rich,little,2803,31,radio/TV,1
65,male,1,free,little,rich,18781,68,business,0
43,male,1,free,little,little,22709,41,furniture,0
35,female,2,rent,rich,little,28673,29,business,1
23,male,0,rent,little,rich,25690,26,car,0
54,female,2,free,moderate,moderate,33512,23,radio/TV,0
65,male,3,rent,rich,little,20691,20,education,1
30,male,3,own,moderate,little,3279,11,radio/TV,1
45,male,1,rent,moderate,rich,18730,48,education,0
22,male,1,rent,little,moderate,23905,36,furniture,0
30,female,0,own,moderate,moderate,13303,33,education,1
34,male,2,rent,rich,rich,28325,13,education,1
67,female,3,free,moderate,moderate,14198,34,furniture,1
57,male,1,own,moderate,rich,15876,26,radio/TV,0
62,male,0,free,moderate,rich,18618,63,furniture,0
49,male,3,own,moderate,rich,13617,65,car,0
46,male,1,free,moderate,little,22742,55,car,0
68,female,3,free,little,little,1444,36,education,0
20,female,0,rent,rich,little,32195,52,furniture,0
57,female,0,free,little,rich,2011,39,furniture,0
51,female,3,rent,rich,little,23002,7,furniture,1
57,male,2,own,rich,little,25305,57,radio/TV,0
44,female,3,free,rich,little,27493,12,business,1
30,female,1,free,rich,rich,8869,24,business,1
62,male,2,own,rich,rich,18497,20,business,1
50,male,1,own,moderate,rich,16129,53,radio/TV,0
23,male,3,free,little,little,32449,19,furniture,0
41,male,2,own,little,moderate,3340,8,business,1
36,female,1,rent,moderate,little,14551,55,furniture,0
33,female,3,own,rich,little,28023,59,education,0
57,male,3,own,little,rich,2274,11,business,1
45,male,2,free,moderate,rich,13762,54,education,0
50,male,3,rent,moderate,little,4371,28,radio/TV,1
65,female,0,own,little,little,8773,25,car,1
58,female,1,rent,little,moderate,17729,65,radio/TV,0
30,male,1,rent,rich,moderate,27885,50,radio/TV,0
60,male,3,rent,rich,rich,29789,66,radio/TV,0
62,female,3,free,little,moderate,3760,61,business,0
42,male,0,own,rich,moderate,32519,7,education,1
59,male,2,free,moderate,rich,3645,50,business,0
53,female,3,own,rich,moderate,32253,45,car,0
44,male,3,own,rich,little,8302,29,radio/TV,1
55,female,3,free,moderate,moderate,2763,34,furniture,1
24,male,3,rent,rich,rich,27413,71,car,0
22,male,1,rent,moderate,little,8655,59,education,0
60,female,3,own,rich,moderate,1422,58,car,1
62,female,1,free,little,little,7195,54,business,0
68,male,3,rent,rich,little,21172,37,furniture,0
48,female,2,rent,little,moderate,19514,66,business,0
40,male,0,own,little,moderate,8316,47,radio/TV,0
59,male,2,own,little,rich,26243,6,radio/TV,0
27,female,3,free,little,rich,29039,68,car,0
49,male,3,own,little,little,30602,40,radio/TV,0
60,male,3,rent,moderate,rich,12133,56,radio/TV,0
47,female,2,rent,moderate,little,23884,50,education,0
56,female,3,rent,moderate,little,4012,70,education,0
48,male,2,rent,little,rich,6566,19,business,1
35,female,1,free,rich,rich,32000,8,business,1
53,female,0,free,moderate,rich,13707,29,education,1
19,female,0,own,rich,moderate,20606,70,car,0
31,female,2,own,rich,little,14822,53,education,1
30,male,1,own,little,little,19918,15,business,0
46,male,2,free,little,little,2887,18,furniture,1
29,male,1,rent,little,rich,8531,19,radio/TV,1
56,female,3,own,moderate,rich,2299,15,furniture,1
19,female,1,rent,little,rich,34395,45,furniture,0
49,female,1,own,moderate,rich,25414,28,radio/TV,0
30,female,1,own,moderate,rich,15135,60,education,0
63,female,0,own,moderate,moderate,8035,68,car,0
44,female,1,own,moderate,rich,3308,47,furniture,0
66,female,3,own,little,little,13555,71,car,0
58,male,3,rent,moderate,rich,28105,52,business,0
34,male,3,own,little,little,27165,57,furniture,0
57,female,1,rent,little,rich,33267,23,business,0
48,female,2,free,moderate,rich,4797,23,education,1
51,female,2,own,little,little,21443,29,furniture,0
41,male,3,rent,rich,little,33716,28,business,1
62,male,0,free,little,little,5508,17,business,1
52,female,2,free,little,little,21777,28,education,0
65,female,1,free,moderate,moderate,17320,26,car,0
23,male,2,rent,moderate,little,6512,69,car,0
36,male,3,own,little,rich,22753,39,furniture,0
47,male,0,own,moderate,rich,29702,7,education,0
24,male,2,rent,rich,moderate,29736,36,furniture,0
27,female,2,own,rich,little,2120,24,car,1
58,male,3,rent,moderate,rich,34216,18,education,0
49,male,0,own,little,moderate,9819,70,radio/TV,0
51,female,0,free,rich,rich,17075,11,education,1
45,male,3,own,rich,moderate,12704,32,education,1
32,male,1,rent,little,moderate,12452,57,radio/TV,0
47,male,2,rent,moderate,little,18287,53,business,0
54,female,1,free,rich,moderate,34372,49,business,0
46,male,2,rent,little,rich,29876,22,business,0
39,female,2,own,little,rich,1048,43,car,0
21,female,1,own,rich,little,12140,15,education,1
37,male,3,free,moderate,little,26937,59,radio/TV,0
49,male,3,rent,rich,moderate,22645,11,car,1
53,male,2,free,little,little,8403,11,radio/TV,1
67,male,3,own,rich,rich,18668,57,car,0
21,female,2,free,moderate,rich,27363,20,car,0
44,male,3,rent,little,little,29048,62,car,0
34,male,2,free,moderate,little,9490,61,radio/TV,0
29,male,3,rent,rich,little,11967,12,furniture,1
39,female,0,rent,rich,moderate,24401,56,car,0
34,male,1,own,moderate,moderate,23801,63,business,0
27,male,0,own,rich,rich,20144,69,education,0
18,female,1,own,moderate,moderate,4867,31,furniture,0
39,female,1,rent,rich,moderate,16704,63,furniture,0
43,male,2,free,moderate,moderate,20255,36,radio/TV,0
35,male,1,rent,moderate,moderate,2593,71,furniture,0
67,male,0,own,little,rich,4501,18,radio/TV,1
31,male,0,own,little,little,31283,23,radio/TV,0
64,male,3,free,moderate,rich,23440,18,business,0
46,female,0,own,rich,moderate,8310,29,car,1
29,female,3,own,rich,little,26508,62,furniture,0
53,male,1,own,rich,little,19401,34,car,1
52,male,0,free,moderate,little,27933,61,car,0
69,female,1,rent,moderate,rich,22689,59,car,0
29,male,0,own,moderate,little,29230,10,radio/TV,0
24,male,0,free,moderate,rich,9736,40,car,0
46,male,3,own,little,rich,7561,24,furniture,1
28,male,1,free,moderate,moderate,19088,60,radio/TV,0
50,male,0,own,rich,moderate,4402,49,furniture,1
23,female,2,free,little,little,34620,43,radio/TV,0
64,male,1,own,rich,little,34864,67,education,0
32,male,1,rent,moderate,moderate,33947,27,education,0
49,male,1,own,little,rich,29374,45,education,0
68,female,3,free,moderate,rich,20596,31,education,0
28,female,2,own,little,moderate,12520,10,radio/TV,1
40,female,1,rent,rich,rich,22185,59,car,0
43,female,0,own,moderate,moderate,16175,54,business,0
51,male,0,free,moderate,moderate,24865,8,business,0
63,female,3,free,little,little,22776,43,education,0
51,male,0,rent,little,little,13193,19,car,1
46,male,1,free,moderate,moderate,24013,52,furniture,0
21,female,0,own,little,little,24121,19,car,0
34,female,1,own,moderate,moderate,24211,43,furniture,0
52,female,0,own,little,rich,28285,69,business,0
30,female,2,free,rich,rich,3042,49,car,1
58,female,3,own,little,rich,17562,70,car,0
56,male,3,own,rich,rich,5866,30,business,1
32,female,2,own,little,moderate,26965,21,car,0
46,female,2,rent,little,rich,32786,20,furniture,0
46,female,3,free,moderate,rich,14147,8,car,1
28,male,2,free,little,rich,10360,42,furniture,0
69,female,1,free,little,rich,11245,60,education,0
49,male,0,rent,rich,moderate,7318,43,car,1
19,female,3,free,little,rich,14601,68,furniture,0
64,female,2,rent,moderate,little,5528,6,business,1
31,male,1,rent,rich,little,33225,24,education,1
37,female,3,free,moderate,little,21587,57,car,0
39,male,2,own,moderate,little,9938,35,furniture,1
28,male,3,own,moderate,little,18656,60,car,0
44,male,2,free,moderate,little,19048,19,furniture,0
20,female,3,free,rich,moderate,25267,18,car,0
34,female,1,rent,little,little,3063,32,education,1
61,female,1,free,moderate,rich,8998,14,education,1
45,male,0,rent,rich,little,8631,46,car,1
46,female,3,free,moderate,moderate,25607,53,car,0
38,male,0,own,little,little,29293,17,radio/TV,0
64,female,3,own,rich,rich,3196,15,car,1
33,male,2,free,rich,rich,24205,11,car,1
54,male,2,rent,little,moderate,23897,39,education,0
37,male,0,own,rich,moderate,8204,57,car,1
23,female,3,rent,little,moderate,16942,46,business,0
36,male,0,free,rich,moderate,10265,11,car,1
22,male,1,free,rich,little,10502,7,radio/TV,1
20,male,0,own,little,little,11890,20,furniture,0
18,male,0,free,little,rich,19446,22,education,0
55,male,2,own,rich,moderate,7141,21,business,1
32,male,0,rent,rich,moderate,34209,33,furniture,1
51,female,3,own,little,little,16124,15,business,0
52,female,2,own,little,moderate,10466,15,education,1
66,male,0,rent,rich,rich,24314,15,radio/TV,1
42,female,1,own,rich,rich,34689,33,education,1
41,female,0,own,rich,moderate,6265,29,business,1
29,male,0,free,little,rich,30722,24,business,0
35,male,0,rent,rich,rich,17723,61,education,0
32,male,2,own,moderate,little,13147,47,car,0
61,female,3,rent,little,rich,5459,17,education,1
33,male,1,rent,rich,moderate,27757,23,radio/TV,1
44,female,0,own,little,moderate,32484,28,education,0
25,male,3,free,moderate,rich,22712,11,furniture,0
63,female,3,rent,little,moderate,27715,58,car,0
42,male,2,own,rich,little,29557,47,furniture,0
34,male,1,rent,moderate,rich,34594,71,education,0
46,female,2,free,moderate,rich,34853,35,car,0
25,female,3,free,rich,rich,14000,14,furniture,1
32,female,3,free,rich,moderate,17272,47,furniture,0
44,female,3,own,rich,moderate,3832,39,car,1
63,female,2,own,little,rich,22718,45,car,0
67,female,1,free,little,moderate,15972,22,business,0
69,male,0,own,little,moderate,5459,34,car,1
24,female,2,free,rich,rich,17943,55,education,0
20,male,3,own,rich,rich,26374,54,radio/TV,0
46,male,2,free,little,moderate,1801,66,business,0
61,female,3,rent,moderate,rich,24580,51,car,0
41,male,0,free,little,rich,21183,51,radio/TV,0
20,female,0,free,moderate,rich,30156,22,business,0
37,female,1,own,rich,rich,22955,71,education,0
63,male,3,own,rich,moderate,4612,10,radio/TV,1
32,male,1,own,little,rich,17382,59,car,0
42,female,1,own,little,little,32645,21,car,0
47,female,0,own,rich,rich,33235,12,education,1
31,male,2,own,little,little,7745,13,business,1
24,male,2,rent,rich,rich,2605,43,radio/TV,0
34,male,1,free,rich,little,22211,59,education,0
61,male,0,free,moderate,little,6130,20,business,1
37,female,3,free,little,rich,3706,55,furniture,0
53,female,2,rent,rich,rich,19453,61,furniture,0
26,female,1,free,little,rich,10568,14,business,1
55,female,2,rent,moderate,little,13894,13,car,1
65,male,2,rent,moderate,moderate,1567,24,car,1
39,male,3,rent,little,moderate,15745,56,furniture,0
19,female,0,free,little,rich,10359,62,car,0
41,female,3,rent,rich,moderate,29664,36,car,0
25,female,0,free,moderate,moderate,15877,8,business,0
28,female,2,free,moderate,rich,34215,48,business,0
30,female,1,own,moderate,little,21273,34,car,0
34,female,3,own,little,rich,34439,15,business,0
25,female,0,rent,rich,moderate,6614,17,radio/TV,1
38,female,2,rent,little,little,33439,51,furniture,0
35,female,0,free,little,moderate,13318,35,radio/TV,1
47,male,0,rent,little,little,9835,37,radio/TV,0
35,female,0,rent,rich,moderate,6709,52,car,1
63,male,2,free,little,rich,4077,68,car,0
64,male,1,rent,moderate,moderate,8880,31,radio/TV,1
48,female,1,rent,moderate,moderate,4576,8,radio/TV,1
55,female,1,free,moderate,little,33425,28,education,0
49,male,0,free,rich,moderate,11595,55,education,1
28,male,2,own,little,rich,19679,41,furniture,0
62,female,0,free,rich,rich,28900,18,radio/TV,1
42,male,1,own,little,rich,19261,34,business,0
50,female,1,rent,moderate,little,2310,43,education,0
55,female,2,free,little,little,22074,10,car,0
58,female,0,free,little,moderate,29062,25,radio/TV,0
25,male,3,free,little,moderate,19010,19,business,0
28,male,3,rent,rich,moderate,7453,13,business,1
39,female,1,own,little,little,22631,53,business,0
68,male,2,rent,little,little,27383,18,car,0
41,male,0,rent,little,moderate,6391,29,education,1
58,male,0,free,rich,little,19228,70,business,0
34,male,1,own,rich,little,33887,39,education,0
29,male,1,rent,rich,rich,11594,56,furniture,1
63,male,0,free,little,rich,2907,8,car,1
49,male,0,rent,moderate,moderate,13144,63,education,0
32,female,1,rent,moderate,moderate,20798,60,education,0
33,male,0,free,moderate,rich,34572,47,business,0
39,male,3,free,little,little,29169,26,business,0
45,male,1,own,moderate,moderate,30661,15,car,0
37,male,0,rent,moderate,moderate,7782,62,education,0
50,male,1,free,moderate,moderate,27039,30,radio/TV,0
27,male,2,free,little,little,3807,61,business,0
57,male,1,own,moderate,rich,18245,43,business,0
49,male,1,own,moderate,moderate,1573,66,furniture,0
67,female,2,free,little,rich,33183,52,car,0
50,male,3,own,rich,rich,26241,59,education,0
19,male,0,free,moderate,little,22786,51,education,0
50,male,2,rent,rich,little,4099,9,education,1
50,male,1,own,moderate,little,27793,71,business,0
58,female,0,rent,little,little,15889,48,car,0
30,female,2,rent,rich,little,12818,67,education,1
47,female,0,rent,rich,little,3555,9,radio/TV,1
50,female,0,free,rich,moderate,17543,70,furniture,0
30,female,2,rent,rich,rich,6820,67,furniture,1
69,female,0,rent,moderate,little,5142,7,education,1
43,female,3,rent,moderate,moderate,27658,14,business,0
39,female,2,free,rich,rich,9821,62,furniture,1
56,female,3,rent,moderate,little,14932,50,furniture,0
19,female,1,rent,rich,little,23257,23,furniture,0
55,female,0,own,rich,moderate,26544,53,furniture,0
56,female,1,free,little,rich,22471,47,education,0
43,female,1,rent,rich,little,26227,46,car,0
63,female,0,own,moderate,rich,23059,63,car,0
67,female,2,free,rich,moderate,8784,47,business,1
32,female,0,free,little,little,18165,40,radio/TV,0
51,male,1,free,moderate,rich,27976,43,car,0
59,female,1,free,little,moderate,11491,46,radio/TV,0
61,male,2,free,little,moderate,20061,55,car,0
66,female,0,free,rich,little,5011,50,car,1
57,female,1,rent,little,rich,11296,24,business,1
28,male,3,rent,little,little,4381,22,furniture,1
20,female,1,rent,moderate,little,16168,70,business,0
23,male,1,rent,little,rich,34812,61,car,0
26,male,2,own,rich,rich,28606,46,furniture,0
23,male,3,rent,rich,rich,27722,47,furniture,0
26,female,1,free,rich,moderate,16229,11,furniture,1
56,female,1,rent,little,moderate,5284,45,radio/TV,0
48,female,3,rent,moderate,rich,34413,46,car,0
49,male,0,free,rich,moderate,9602,14,education,1
58,male,0,rent,little,little,18450,13,business,0
67,female,1,rent,rich,rich,5007,49,radio/TV,1
29,female,1,rent,rich,little,14023,63,business,1
25,female,0,own,moderate,rich,25167,18,education,0
25,female,2,rent,rich,little,4492,24,furniture,1
67,female,3,free,moderate,rich,8527,54,education,0
45,male,3,free,little,little,22644,35,business,0
37,male,2,rent,rich,rich,26030,71,education,0
64,male,2,rent,little,rich,15805,64,car,0
24,female,2,rent,little,moderate,22231,58,education,0
28,male,2,free,little,little,21173,57,car,0
37,male,2,free,rich,moderate,33797,36,education,0
33,male,2,own,moderate,little,26342,20,car,0
21,male,3,own,rich,moderate,24327,25,car,0
23,male,2,own,little,rich,26673,10,education,0
39,female,0,free,moderate,moderate,19409,12,radio/TV,0
43,male,2,own,little,moderate,31507,23,furniture,0
20,female,2,rent,moderate,rich,13485,61,furniture,0
58,female,3,rent,rich,moderate,23025,50,furniture,0
59,female,3,free,moderate,rich,4330,33,car,1
31,female,2,own,rich,little,1033,55,furniture,1
28,female,3,rent,little,moderate,21446,7,car,0
35,male,1,free,moderate,rich,24004,29,radio/TV,0
29,male,3,own,little,rich,28755,53,education,0
40,female,3,rent,moderate,moderate,6039,50,education,0
29,female,3,own,rich,little,7993,63,car,1
30,female,3,free,moderate,moderate,21811,41,car,0
42,male,0,own,moderate,rich,4144,7,radio/TV,1
62,female,0,free,rich,little,20945,23,furniture,1
68,male,0,own,rich,moderate,10011,54,radio/TV,1
36,female,2,rent,rich,rich,683,13,education,1
63,male,2,free,moderate,moderate,9975,63,education,0
53,female,1,free,little,little,19730,20,furniture,0
62,male,0,free,moderate,little,26508,22,education,0
25,female,2,own,moderate,little,11832,28,car,0
46,male,3,own,little,little,5222,71,education,0
49,male,3,rent,rich,little,15694,32,business,1
68,male,0,free,moderate,moderate,27131,42,furniture,0
61,male,1,free,little,little,28412,54,furniture,0
35,male,1,own,rich,little,17666,69,furniture,0
23,male,3,own,rich,rich,16476,39,business,0
35,male,1,rent,moderate,little,12546,23,radio/TV,1
36,female,0,rent,rich,rich,33944,69,car,0
39,female,3,own,rich,rich,24134,49,furniture,0
54,female,2,free,little,rich,4590,22,education,1
49,female,2,rent,little,moderate,30508,64,car,0
58,female,1,own,rich,moderate,22607,18,education,1
20,male,3,own,little,rich,8882,57,car,0
45,male,3,free,rich,moderate,9534,65,car,1
27,male,2,own,moderate,little,9026,47,education,0
68,male,3,own,little,moderate,24573,69,education,0
52,male,3,rent,rich,little,1610,71,car,1
46,female,3,own,rich,little,16945,39,furniture,0
32,female,1,own,little,moderate,886,69,education,0
50,female,3,rent,little,moderate,19084,38,business,0
24,female,0,free,moderate,rich,34951,17,business,0
29,male,1,free,rich,moderate,31049,24,car,1
66,male,3,rent,moderate,moderate,6821,14,radio/TV,1
47,male,3,rent,moderate,moderate,24940,22,car,0
38,female,0,free,moderate,little,32066,55,car,0
48,male,1,free,little,little,33021,44,furniture,0
41,female,2,free,moderate,little,24298,46,furniture,0
37,male,2,free,little,rich,14065,15,radio/TV,1
54,male,1,free,little,rich,23527,17,radio/TV,0
21,female,3,rent,moderate,rich,32595,20,radio/TV,0
45,male,3,own,moderate,little,6131,33,radio/TV,1
61,male,2,free,rich,moderate,24829,9,radio/TV,1
37,female,2,free,moderate,rich,7287,41,car,0
41,male,2,own,rich,rich,27375,70,car,0
67,female,0,own,moderate,little,25014,52,business,0
66,male,2,own,moderate,rich,23080,44,business,0
68,male,0,own,moderate,moderate,20791,43,education,0
49,male,1,own,moderate,little,4788,49,car,0
58,male,3,own,rich,little,7234,56,radio/TV,1
53,male,2,rent,rich,moderate,17964,31,education,1
51,male,3,own,moderate,moderate,8314,41,furniture,0
53,male,3,own,moderate,moderate,8351,6,car,1
19,male,2,rent,rich,rich,2100,58,business,0
32,female,2,own,little,moderate,7366,11,car,1
51,female,1,free,little,little,4192,42,car,0
53,male,0,free,little,moderate,20873,7,car,0
23,male,0,own,rich,little,33600,46,car,0
56,female,3,rent,rich,little,15347,56,furniture,0
59,male,2,free,little,rich,15007,52,business,0
68,male,1,rent,little,moderate,10463,18,car,1
68,female,1,free,moderate,rich,6606,71,furniture,0
29,male,1,own,rich,moderate,7833,64,education,1
20,male,1,rent,rich,moderate,32413,64,car,0
62,female,1,rent,little,moderate,31783,15,furniture,0
35,male,0,rent,little,moderate,30315,18,radio/TV,0
57,male,0,free,rich,moderate,21084,7,education,1
38,female,0,free,moderate,little,25882,20,business,0
32,male,2,free,little,little,1564,51,car,0
50,female,3,own,rich,moderate,7320,62,car,1
52,male,1,free,rich,little,9012,15,furniture,1
43,male,2,own,moderate,rich,20115,27,business,0
25,female,1,rent,moderate,rich,18384,13,radio/TV,0
53,female,0,rent,little,rich,18452,26,education,0
65,male,2,own,little,moderate,10211,27,business,1
47,female,0,free,little,moderate,20973,50,car,0
40,female,1,own,rich,little,18749,45,furniture,0
59,male,1,rent,little,little,10097,27,radio/TV,1
61,male,3,rent,rich,little,22484,35,furniture,1
31,male,1,own,little,rich,16888,67,education,0
31,female,0,free,moderate,rich,19282,50,business,0
19,female,1,free,moderate,rich,7108,40,furniture,0
54,female,3,own,rich,rich,33615,47,furniture,0
22,female,3,own,moderate,little,7000,10,car,0
55,male,0,free,rich,moderate,20709,32,furniture,1
62,female,2,rent,rich,moderate,21477,67,radio/TV,0
58,male,1,own,moderate,rich,4021,37,business,0
64,female,3,free,rich,moderate,1800,13,education,1
31,male,1,free,moderate,moderate,27575,23,furniture,0
56,male,1,rent,little,moderate,24479,20,radio/TV,0
42,male,2,rent,little,rich,31302,31,education,0
37,female,3,rent,moderate,little,12725,58,radio/TV,0
19,male,1,rent,moderate,little,11981,49,furniture,0
56,male,3,rent,moderate,moderate,21717,37,furniture,0
23,female,0,own,moderate,little,15255,33,business,0
34,male,0,free,little,little,25414,44,car,0
42,female,1,own,rich,rich,26769,37,radio/TV,0
45,female,3,own,rich,rich,25055,23,car,1
19,male,1,own,little,moderate,20374,16,car,0
52,male,3,own,rich,moderate,8425,37,education,1
54,female,3,own,little,moderate,3607,25,education,1
22,male,2,rent,rich,rich,21352,45,radio/TV,0
18,female,2,rent,moderate,little,30683,13,car,0
57,female,2,free,moderate,rich,28117,40,business,0
29,female,1,own,moderate,rich,9222,26,car,1
53,male,2,free,little,little,23131,29,education,0
62,female,2,rent,little,little,32122,22,car,0
40,male,0,rent,rich,moderate,8383,23,furniture,1
64,male,3,rent,rich,little,20208,17,furniture,1
48,male,3,own,rich,little,17697,21,business,1
28,male,2,own,little,little,21634,9,radio/TV,0
27,female,3,rent,rich,little,34050,39,car,0
20,male,0,free,moderate,moderate,15142,51,furniture,0
31,female,0,free,rich,moderate,20939,36,radio/TV,0
33,female,2,rent,moderate,little,32743,30,furniture,0
27,male,0,free,little,little,25083,29,radio/TV,0
46,female,3,rent,moderate,moderate,28849,70,radio/TV,0
27,female,1,free,moderate,moderate,14502,30,furniture,1
29,male,3,rent,moderate,little,20023,33,education,0
47,female,1,free,little,rich,5507,41,radio/TV,0
58,female,2,own,little,moderate,20935,11,car,0
18,female,1,rent,little,moderate,25593,71,furniture,0
22,female,0,rent,little,moderate,11794,53,education,0
37,male,3,free,rich,little,11408,53,furniture,1
25,female,1,rent,little,little,13199,70,business,0
60,female,3,rent,moderate,moderate,1876,49,car,0
29,female,2,rent,little,little,14755,68,business,0
18,female,2,own,rich,little,14147,51,radio/TV,0
37,male,0,own,rich,moderate,8663,24,radio/TV,1
45,female,2,free,rich,little,6943,69,business,1
60,male,1,own,moderate,rich,13824,55,business,0
54,female,2,free,little,little,21643,68,radio/TV,0
64,male,0,own,little,little,5420,46,education,0
54,male,3,free,little,moderate,17875,12,car,0
29,male,3,own,moderate,moderate,12248,14,furniture,1
54,male,2,own,moderate,rich,29035,9,business,0
66,male,1,free,rich,little,16215,54,car,0
66,female,0,rent,rich,rich,6950,11,furniture,1
61,female,1,rent,little,rich,25510,26,furniture,0
45,female,0,own,moderate,moderate,520,20,business,1
64,male,2,free,moderate,little,15217,71,education,0
32,female,0,rent,little,moderate,10164,61,education,0
23,male,0,free,little,rich,1599,37,car,0
61,male,2,rent,rich,rich,23725,71,car,0
37,female,1,free,rich,moderate,3137,34,radio/TV,1
67,female,2,own,rich,moderate,20297,71,education,0
31,male,0,free,little,moderate,11307,39,car,0
19,male,2,rent,little,moderate,18238,32,radio/TV,0
26,female,0,own,rich,moderate,6902,65,furniture,1
54,female,2,free,rich,rich,5021,44,car,1
37,female,3,rent,moderate,moderate,8882,49,radio/TV,0
43,female,3,own,moderate,little,15565,41,education,0
46,male,2,free,rich,rich,20434,24,furniture,1
18,female,1,rent,rich,rich,14925,50,car,0
52,female,0,free,moderate,little,13611,26,education,1
23,female,3,free,rich,little,16010,28,furniture,0
54,male,1,own,moderate,rich,9316,32,business,1
22,male,0,own,moderate,moderate,12817,24,education,0
